index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,
8200,AHT,Ashford Hospitality Trust Inc,USD,NYSE,REIT Hotel & Motel,"Ashford Hospitality Trust, Inc. is an externally-advised real estate investment trust (REIT). The Company is focused on investing in the hospitality industry with a focus on full-service upscale and upper-upscale hotels in the United States. The Company owns its lodging investments and conducts its business through Ashford Hospitality Limited Partnership (Ashford Trust OP), its operating partnership. The Company's portfolio consists of 121 properties with over 25000 rooms; 86 hotel condominium units at WorldQuest Resort in Orlando, Florida; a 96.6% ownership in Ashford Quantitative Alternatives (U.S.), LP (the AQUA U.S. Fund); a 29.7% ownership in Ashford Inc., and a 13.3% ownership in OpenKey.",Real Estate,US,8/26/2003,Ashford Hospitality Trust,ETF,"['Real Estate', 'REIT - Hotel & Motel', 'REITs']","['LHO', 'HST', 'DRH', 'CHSP', 'RLJ', 'INN', 'SOHO', 'HT', 'HPT']",3.03,44323444,Ashford Hospitality Trust Inc,$,0,Ashford Hospitality Trust,
9304,BCV,Bancroft Fund Ltd,USD,AMEX,Asset Management,"Bancroft Fund Ltd. (the Fund) is a diversified closed-end management investment company. The Fund's primary investment objective is to provide income and the potential for capital appreciation, which objectives the Fund considers to be relatively equal over the long term due to the nature of the securities in which it invests. The Fund invests primarily in convertible and equity securities. The Fund's investment portfolio includes convertible corporate bonds, convertible preferred stocks, mandatory convertible securities and common stocks. It invests in various industries, such as healthcare, computer software and services, financial services, energy and utilities, semiconductors, real estate investment trusts, communications equipment, telecommunications, business services, consumer services, cable and satellite, food and beverage, agriculture, automotive, metals and mining, entertainment and consumer products. Gabelli Funds, LLC serves as the investment advisor of the Fund.",Financial Services,US,3/17/1980,Bancroft Fund,ETF,"['Financial Services', 'Asset Management']",[],26.3,140784416,Bancroft Fund Ltd,$,0,Bancroft Fund,
8204,MUA,BlackRock MuniAssets Fund Inc,USD,NYSE,Asset Management,"BlackRock MuniAssets Fund, Inc. is a non-diversified closed-end management investment company. The Fund's investment objective is to provide high current income exempt from federal income taxes by investing primarily in a portfolio of medium- to lower-grade or unrated municipal obligations. The Fund seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its assets in municipal bonds exempt from federal income taxes. The Fund invests approximately 65% of its assets in municipal bonds that are rated in the medium to lower categories by nationally recognized rating services (Baa or lower by Moody's Investors Service, Inc. (Moody's) or BBB or lower by Standard & Poor's Corporation (S&P)) or non-rated securities, which are of comparable quality. The Fund invests in sectors, including health, transportation, tobacco, education, utilities, corporate and housing. BlackRock Advisors, LLC is the investment manager and advisor of the Fund.",Financial Services,US,7/16/1993,Blackrock MuniAssets Fund,ETF,"['Financial Services', 'Asset Management']",[],13.8,498329056,BlackRock MuniAssets Fund Inc,$,BlackRock MuniAssets Fund,BlackRock MuniAssets Fund,
8205,BXMT,Blackstone Mortgage Trust Inc,USD,NYSE,REIT Mortgage,"Blackstone Mortgage Trust, Inc. is a real estate finance company, which engages in originating senior loans collateralized by commercial real estate. The company is headquartered in New York City, New York and currently employs 0 full-time employees. The firm conducts its operations as a real estate investment trust for the United States federal income tax purposes. The firm originates and purchases senior loans collateralized by properties in North America and Europe. The firm's business is focused on originating or acquiring senior, floating rate mortgage loans that are secured by a first priority mortgage on commercial real estate assets primarily in the office, lodging, retail, residential and industrial sectors. These investments may be in the form of whole loans or may also include pari passu participations within mortgage loans. The company directly originates, co-originates and acquires debt instruments in conjunction with acquisitions, refinancings and recapitalizations of commercial real estate. The firm's manager is BXMT Advisors L.L.C.",Real Estate,US,12/29/1980,Blackstone Mortgage Trust,ETF,"['Real Estate', 'REIT - Diversified', 'REITs']","['ABR', 'STWD', 'CMCT']",25.39,3711967230,Blackstone Mortgage Trust Inc,$,Blackstone Mortgage Trust,Blackstone Mortgage Trust,
8214,DCOM,Dime Community Bancshares Inc,USD,NASDAQ,Banks Regional,"Dime Community Bancshares, Inc. is a bank holding company for Dime Community Bank, which provides financial services and loans for housing within its market areas; as well as loans to mid-size and small businesses. The company is headquartered in Brooklyn, New York and currently employs 403 full-time employees. The firm is a unitary savings and loan holding company. The firm operates through Community Banking segment. The Bank's principal business is gathering retail deposits, and lending them primarily in multifamily residential, commercial real estate and mixed use loans, as well as investing in mortgage-backed securities (MBS), obligations of the United States Government and Government Sponsored Entities (GSEs), and corporate debt and equity securities. The Bank's primary sources of funds are, in general, deposits; loan amortization, prepayments and maturities; MBS amortization, prepayments and maturities; investment securities maturities and sales, and advances from the Federal Home Loan Bank of New York (FHLBNY).",Financial Services,US,6/26/1996,Dime Community Bancshares,ETF,"['Financial Services', 'Savings & Cooperative Banks', 'Banks']","['FFIC', 'ESBK', 'TRST', 'GCBC', 'LSBK', 'CARV', 'NFBK']",13.67,451764800,Dime Community Bancshares Inc,$,Dime,Dime,
8217,ESRT,Empire State Realty Trust Inc,USD,NYSE,REIT Diversified,"Empire State Realty Trust, Inc. is a real estate investment trust, which engages in owning, managing, acquiring, and repositioning office and retail properties in Manhattan and the greater New York metropolitan area. The company is headquartered in New York City, New York and currently employs 813 full-time employees. The firm owns, manages, operates, acquires and repositions office and retail properties in Manhattan and the greater New York metropolitan area, including the Empire State Building. The firm operates through two segments: Real Estate and Observatory. The Real Estate segment includes all activities related to the ownership, management, operation, acquisition, repositioning and disposition of its real estate assets. The Observatory segment operates the 86th and 102nd floor observatories at the Empire State Building. As of December 31, 2016, its portfolio consisted of 14 office properties and six standalone retail properties totaling approximately 10.1 million rentable square feet. The firm's properties include One Grand Central Place, 1400 Broadway, 111 West 33rd Street, 250 West 57th Street, 1359 Broadway and 1333 Broadway.",Real Estate,US,10/2/2013,Empire State Realty Trust,ETF,"['Real Estate', 'REIT - Diversified', 'REITs']","['HIW', 'BXP', 'SLG', 'CLI', 'LXP', 'CUZ', 'LM']",7.19,2066010500,Empire State Realty Trust Inc,$,Empire State Realty Trust,Empire State Realty Trust,
8225,IRT,Independence Realty Trust Inc,USD,NYSE,REIT Residential,"Independence Realty Trust, Inc. is a real estate investment trust. The company is headquartered in Philadelphia, Pennsylvania and currently employs 455 full-time employees. The firm is engaged in the business of owning, managing, operating, leasing, acquiring, developing, investing in, and disposing of real estate assets. The firm owns apartment properties in geographic non-gateway markets. As of September 26, 2017, the Company owns and operates 55 multifamily apartment properties, totaling 15,165 units. Its properties include Copper Mill, Crestmont, Heritage Trace, Runaway Bay, Berkshire Square, The Crossings, Reserve at Eagle Ridge, Windrush, Heritage Park, Raindance, Augusta, Invitational, Carrington Park, Walnut Hill, Lenoxplace, Bennington Pond, Jamestown, Meadows, Oxmoor, Bayview Club, Arbors River Oaks, Fox Trails, Bridge Pointe, The Aventine Greenville and Westmont Commons.",Real Estate,US,9/18/2013,Independence Realty Trust,ETF,"['Real Estate', 'REIT - Residential', 'REITs']","['EQR', 'MAA', 'AIV', 'AVB', 'UDR']",13.7,1299308030,Independence Realty Trust Inc,$,0,Independence Realty Trust,
8227,ICE,Intercontinental Exchange Inc,USD,NYSE,Financial Data & Stock Exchanges,"Intercontinental Exchange, Inc. engages in the management of online marketplace. The company is headquartered in Atlanta, Georgia and currently employs 5,161 full-time employees. The firm provides data services for commodity and financial markets. The firm's segments include Trading and Clearing segment, and Data and Listings segment. The Trading and Clearing segment includes the Company's transaction-based execution and clearing businesses. The firm's Data and Listings segment includes its subscription-based data services and securities listings businesses. The firm operates regulated marketplaces for listing, trading and clearing a range of derivatives and securities contracts across the asset classes, including energy and agricultural commodities, interest rates, equities, equity derivatives, exchange traded funds, credit derivatives, bonds and currencies. The firm offers market data services to support the trading, investment, risk management and connectivity needs of customers across a range of asset classes.",Financial Services,US,11/16/2005,Intercontinental Exchange,ETF,"['Financial Services', 'Financial Exchanges', 'Brokers & Exchanges']","['NDAQ', 'CME', 'CBOE']",99.98,56117174000,Intercontinental Exchange Inc,$,Intercontinental Exchange,Intercontinental Exchange,
8250,TSI,TCW Strategic Income Fund Inc,USD,NYSE,Asset Management,"TCW Strategic Income Fund, Inc. is a diversified, closed-end investment management company. The Fund's investment objective is to seek a total return consisted of current income and capital appreciation by investing in a range of securities, including convertible securities, marketable equity securities, investment-grade debt securities, high-yield debt securities, securities issued or guaranteed by the United States Government, its agencies and instrumentalities (the United States Government Securities), repurchase agreements, mortgage related securities, asset-backed securities, money market securities, other securities and derivative instruments without limit believed by its investment advisor to be consistent with the Fund's investment objective. It invests in a range of industries, such as airlines, banks, beverages, biotechnology, chemicals, computers, diversified financial services and entertainment. TCW Investment Management Company LLC is the investment advisor to the Fund.",Financial Services,US,2/26/1987,TCW Strategic Income Fund,ETF,"['Financial Services', 'Asset Management']",[],5.65,269766048,TCW Strategic Income Fund Inc,$,TCW Strategic Income Fund,TCW Strategic Income Fund,
8264,MYD,BlackRock MuniYield Fund Inc,USD,NYSE,Asset Management,"BlackRock MuniYield Fund, Inc. is a non-diversified closed-end management investment fund. The Fund's investment objective is to provide shareholders with as high a level of current income exempt from federal income taxes as is consistent with its investment policies and prudent investment management. The Fund seeks to achieve its investment objective by investing approximately 80% of its assets in municipal bonds exempt from federal income taxes (except that the interest may be subject to the federal alternative minimum tax). The Fund invests over 75% of its assets in municipal bonds rated investment grade and invests primarily in long-term municipal bonds with a maturity of approximately 10 years at the time of investment. The Fund may invest directly in such securities or synthetically through the use of derivatives. The Fund invests in various sectors, such as transportation, health, education, corporate and utilities. BlackRock Advisors, LLC is the Fund's investment manager.",Financial Services,US,12/16/1991,Blackrock MuniYield Fund,ETF,"['Financial Services', 'Asset Management']",[],13.63,639515520,BlackRock MuniYield Fund Inc,$,0,Blackrock MuniYield Fund,
8270,ESXB,Community Bankers Trust Corp,USD,NASDAQ,Banks Regional,"Community Bankers Trust Corp. is the holding company of Essex Bank, which engages in the provision of commercial banking and financial services. The company is headquartered in Richmond, Virginia and currently employs 255 full-time employees. The Bank is engaged in a general commercial banking business and provides a range of financial services to individuals and small businesses, including individual and commercial demand and time deposit accounts, commercial and industrial loans, consumer and small business loans, real estate and mortgage loans, investment services and safe deposit box facilities. Essex Services, Inc., a subsidiary of the Bank, and its financial consultants offer a range of investment products and alternatives. The company operates in over three business lines: retail and small business banking, commercial and industrial banking and real estate lending. Its investment securities include the United States treasury issue and other United States Government agencies; the United States Government sponsored agencies, and state, county and municipal securities. Its lending and investing activities are funded through its deposits.",Financial Services,US,9/5/2006,Community Bankers Trust.,ETF,"['Financial Services', 'Banks - Regional - US', 'Banks']","['FBSS', 'SONA', 'BOTJ', 'UBSH', 'VBFC']",6.11,136381312,Community Bankers Trust Corp,$,Community Bankers Trust,Community Bankers Trust,
8289,MPW,Medical Properties Trust Inc,USD,NYSE,REIT Healthcare Facilities,"Medical Properties Trust, Inc. is a self-advised real estate investment trust, which engages in the investment, acquisition, and development of net-leased healthcare facilities. The company is headquartered in Birmingham, Alabama and currently employs 77 full-time employees. The firm focuses on investing in and owning net-leased healthcare facilities across the United States and selectively in foreign jurisdictions. The firm's segment is its investments in healthcare real estate, including mortgage and other loans, as well as any equity investments in its tenants. The firm conducts its operations through MPT Operating Partnership, L.P. The firm acquires and develops healthcare facilities, and leases the facilities to healthcare operating companies under long-term net leases. The firm makes mortgage loans to healthcare operators collateralized by their real estate assets. The firm owns hospitals with approximately 390 facilities and approximately 42,000 licensed beds in eight countries and across three continents.",Real Estate,US,7/8/2005,Medical Properties Trust,ETF,"['Real Estate', 'REIT - Healthcare Facilities', 'REITs']","['HR', 'ARE', 'VTR', 'LTC', 'NHI', 'SBRA', 'DOC', 'TIPT']",19.44,10419781600,Medical Properties Trust Inc,$,Medical Properties Trust,Medical Properties Trust,
8295,PLYM,Plymouth Industrial REIT Inc,USD,NYSE,REIT Industrial,"Plymouth Industrial REIT, Inc. engages in the acquisition, ownership, and management of single and multi-tenant distribution centers, warehouses, and light industrial properties. The company is headquartered in Boston, Massachusetts and currently employs 11 full-time employees. The firm primarily focused on single-tenant industrial properties and multi-tenant industrial properties. The firm also focused on the acquisition, ownership and management of single-and multi-tenant class B industrial properties, including distribution centers, warehouses and light industrial properties, primarily located in secondary and select primary markets across the Eastern half of the United States and Texas. The Company’s portfolio, which consists of 20 industrial properties located in seven states, is held through Plymouth Industrial 20 LLC. The firm owns and operates in 20 industrial properties located in seven states with an aggregate of approximately four million rentable square feet of rentable space that as of March 31, 2017, the Company Portfolio was 98.4% leased to 37 different tenants across 17 industry types.",Real Estate,US,6/9/2017,Plymouth Industrial REIT,ETF,"['Real Estate', 'REIT - Industrial', 'REITs']","['NYMT', 'O', 'NTP']",13.42,331672608,Plymouth Industrial REIT Inc,$,Plymouth Industrial REIT,Plymouth Industrial REIT,
8296,PSJ,PowerShares Dynamic Software,USD,NYSE Arca,,PSJ was created on 06/23/05 by Invesco. The ETF uses a quantitative model to choose US software companies across the market cap spectrum.,0,,6/23/2005,Invesco Dynamic Software,ETF,[],[],129.87,642856450,PowerShares Dynamic Software,$,PowerShares Dynamic Software Portfolio ETF,PowerShares Dynamic Software Portfolio ETF,
8297,YCS,ProShares UltraShort Yen New,USD,NYSE Arca,,YCS was created on 11/25/08 by ProShares. The ETF provides a 2x inverse multiple to the daily performance of the yen spot price against the US dollar as measured by Reuters.,0,,11/25/2008,ProShares UltraShort Yen,ETF,[],[],70.88,54714757,ProShares UltraShort Yen New,$,0,ProShares UltraShort Yen,
6052,RIF,RMR Real Estate Income Fund,USD,AMEX,Asset Management,"RMR Real Estate Income Fund (the Fund) is a non-diversified closed-end management investment company. The Fund's primary investment objective is to earn and pay a high level of current income to its common shareholders. The Fund's secondary investment objective is capital appreciation. It pursues its investment objectives by investing in securities issued by real estate companies, including real estate investment trusts (REITs). The Fund's investment portfolio includes real estate investment trusts, apartments, data centers, free standing, healthcare, lodging/resorts, manufactured homes, mortgage, regional malls, shopping centers, specialty, storage and other. Under normal market conditions, the Fund's investments are concentrated in income producing common shares, preferred shares and debt securities, including convertible preferred and debt securities. The Fund's investment advisor is RMR Advisors LLC.",Financial Services,US,5/25/2007,RMR Real Estate Income Fund,ETF,"['Financial Services', 'Asset Management']",[],11.9,121403800,RMR Real Estate Income Fund,$,0,RMR Real Estate Income Fund,
8303,RGT,Royce Global Value Trust Inc,USD,NYSE,Asset Management,"Royce Global Value Trust Inc. (the Fund) is a diversified closed-end investment company. The Fund invests primarily in dividend-paying companies. The Fund invest in both the United States (U.S) and non-U.S. small-cap stocks. The Fund invests in various industrial sectors, which include information technology (IT), financials, health care, materials, real estate, consumer staples, consumer discretionary, energy and communication sectors. Royce & Associates, LP is the Fund’s investment adviser.",Financial Services,US,10/8/2013,Royce Global Value Trust,ETF,"['Financial Services', 'Asset Management']",[],13.81,145053344,Royce Global Value Trust Inc,$,Royce Global Value Trust,Royce Global Value Trust,
8329,ARR,ARMOUR Residential REIT Inc,USD,NYSE,REIT Mortgage,"ARMOUR Residential REIT, Inc. operates as a real estate investment trust, which engages in the business of investing in fixed rate, hybrid adjustable rate and adjustable rate residential mortgage backed securities. The company is headquartered in Vero Beach, Florida and currently employs 0 full-time employees. The firm invests in and manages a leveraged portfolio of mortgage-backed securities (MBS) and mortgage loans. The firm invests in residential mortgage backed securities issued or guaranteed by a United States Government-sponsored enterprise (GSE), such as the Federal National Mortgage Association or the Federal Home Loan Mortgage Corporation, or a government agency, such as the Government National Mortgage Association (collectively, Agency Securities). The firm also invests in Interest-Only Securities, which are the interest portions of Agency Securities that are separated and sold individually from the principal portion of the same payment. The firm raises funds for additional funding through equity offerings (including preferred equity), unsecured debt securities and convertible securities (including warrants, preferred equity and debt), among others. The company is managed by ARMOUR Capital Management LP.",Real Estate,US,12/3/2007,ARMOUR Residential REIT,ETF,"['Real Estate', 'REIT - Residential', 'REITs']","['NYMT', 'DX', 'CMO', 'IVR', 'MITT']",10.21,660895360,ARMOUR Residential REIT Inc,$,ARMOUR Residential REIT,ARMOUR Residential REIT,
8335,MVF,BlackRock MuniVest Fund Inc,USD,NYSE,Asset Management,"BlackRock MuniVest Fund, Inc. is a non-diversified, closed-end management investment company. The Trust's investment objective is to provide shareholders with as high a level of current income exempt from federal income taxes as is consistent with its investment policies and prudent investment management. It seeks to achieve its investment objective by investing at least 80% of an aggregate of the Trust's net assets and the proceeds of any borrowing for investment purposes, in municipal obligations exempt from federal income taxes. The Trust invests in long-term municipal obligations rated investment grade at the time of investment and in long term municipal obligations with maturities of over 10 years at the time of investment. It may invest up to 20% of its total assets in securities rated below investment grade at the time of purchase. It may invest directly in such securities or synthetically through the use of derivatives. Its investment advisor is BlackRock Advisors, LLC.",Financial Services,US,9/23/1988,Blackrock MuniVest Fund,ETF,"['Financial Services', 'Asset Management']",[],8.9,577043900,BlackRock MuniVest Fund Inc,$,0,Blackrock MuniVest Fund,
8342,CXP,Columbia Property Trust Inc,USD,NYSE,REIT Office,"Columbia Property Trust, Inc. operates as a real estate investment trust, which engages in the ownership and operation of real estate properties. The company is headquartered in New York City, New York and currently employs 95 full-time employees. The firm's primary objective is to generate long-term shareholder returns from a combination of steadily growing cash flows and appreciation in its net asset values, through the acquisition and ownership of office buildings located principally in high-barrier-to-entry markets. The firm's segments include New York, San Francisco, Atlanta, Washington, D.C., Boston, Los Angeles and all other office markets. The all other office markets segment consists of properties in similar, low-barrier to entry geographic locations, in which the Company does not plan to make further investments. The firm conducts its business primarily through Columbia Property Trust Operating Partnership, L.P. (Columbia Property Trust OP), which acquires, develops, owns, leases and operates real properties directly through subsidiaries or through joint ventures.",Real Estate,US,10/10/2013,Columbia Property Trust,ETF,"['Real Estate', 'REIT - Office', 'REITs']",[],12.36,1414787330,Columbia Property Trust Inc,$,0,Columbia Property Trust,
8353,HR,Healthcare Realty Trust Inc,USD,NYSE,REIT Healthcare Facilities,"Healthcare Realty Trust, Inc. is a real estate investment trust. The company is headquartered in Nashville, Tennessee and currently employs 277 full-time employees. The firm owns, leases, manages, acquires, finances, develops and redevelops real estate properties associated primarily with the delivery of outpatient healthcare services across the United States. The firm provided property management services for 146 healthcare-related properties across the nation, totaling approximately 10.3 million square feet, as of December 31, 2016. As of December 31, 2016, the Company's 202 owned real estate properties were located in 27 states and totaled approximately 14.6 million square feet. The firm's medical office/outpatient facilities are located in various states of the United States, such as Alabama, Arizona, California, Colorado, District of Columbia, Florida, Hawaii, Illinois, Indiana, Iowa, Minnesota, Missouri, North Carolina, Oklahoma, Tennessee, Texas, Virginia and Washington.",Real Estate,US,5/27/1993,Healthcare Realty Trust,ETF,"['Real Estate', 'REIT - Healthcare Facilities', 'REITs']","['ARE', 'LTC', 'NHI', 'MPW', 'HCP', 'DOC', 'TIPT', 'WELL']",31.87,4336041000,Healthcare Realty Trust Inc,$,0,Healthcare Realty Trust,
8369,NYMT,New York Mortgage Trust Inc,USD,NASDAQ,REIT Mortgage,"New York Mortgage Trust, Inc. is a real estate investment trust, which engages in the acquisition, investment, finance and management of mortgage-related and residential housing-related assets. The company is headquartered in New York City, New York and currently employs 36 full-time employees. The firm is engaged in the business of acquiring, investing in, financing and managing primarily mortgage-related assets and financial assets. The firm's investment portfolio includes residential mortgage loans, including second mortgages and loans sourced from distressed markets, non-agency residential mortgage-backed securities (RMBS), multi-family commercial mortgage-backed securities, preferred equity and joint venture equity investments in, and mezzanine loans to, owners of multi-family properties, equity and debt securities issued by entities that invest in residential and commercial real estate and agency RMBS. The company may acquire and manage various other types of mortgage-related and financial assets, including, without limitation, collateralized mortgage obligations and securities issued by newly originated residential securitizations, including credit sensitive securities from these securitizations.",Real Estate,US,6/24/2004,New York Mortgage Trust,ETF,"['Real Estate', 'REIT - Residential', 'REITs']","['DX', 'CMO', 'MFA', 'IVR', 'PMT']",2.975,1136857470,New York Mortgage Trust Inc,$,0,New York Mortgage Trust,
8375,PZI,PowerShares Zacks Micro Cap,USD,NYSE Arca,,,0,,,Invesco Zacks Micro Cap,ETF,[],[],17.82,16596000,PowerShares Zacks Micro Cap,$,0,Invesco Zacks Micro Cap,
8399,APLE,Apple Hospitality REIT Inc,USD,NYSE,REIT Hotel & Motel,"Apple Hospitality REIT, Inc. is a self-advised real estate investment trust company, which invests in income-producing real estate, primarily in the lodging sector. The company is headquartered in Richmond, Virginia and currently employs 62 full-time employees. The firm invests in real estate, primarily in the lodging sector, in the United States. The firm owns approximately 235 hotels with more than 30,000 guest rooms located in 87 markets throughout 34 states. The Company’s portfolio comprises 108 Marriott-branded hotels, 125 Hilton-branded hotels and one Hyatt-branded hotel. The firm's hotels include various brands, such as Hilton Garden Inn, Courtyard, Homewood Suites, Residence Inn, SpringHill Suites, TownePlace Suites, Fairfield Inn, Home2 Suites, Marriott, Embassy Suites, Hilton and Renaissance. The firm's hotels are located in various states of the United States, such as Alabama, Alaska, Arizona, Arkansas, California, Colorado, Florida, Georgia, Idaho, Indiana, Iowa, Kansas, Maryland, Michigan, Minnesota, Nebraska, New Jersey, North Carolina, Ohio, South Carolina, Texas, Utah and Virginia.",Real Estate,US,5/18/2015,Apple Hospitality REIT,ETF,"['Real Estate', 'REIT - Hotel & Motel', 'REITs']","['NYMT', 'O', 'NTP']",12.04,2688122620,Apple Hospitality REIT Inc,$,Apple Hospitality REIT,Apple Hospitality REIT,
8404,BKT,Blackrock Income Trust Inc,USD,NYSE,Asset Management,"BlackRock Income Trust, Inc. (the Trust) is a diversified, closed-end management investment company. The Trust's investment objective is to provide current income and capital appreciation. The Trust seeks to achieve its investment objective by investing at least 75% of its managed assets in bonds that are investment grade quality at the time of investment. The Trust's portfolio composition includes corporate bonds, the United States treasury obligations, preferred securities, non-agency mortgage-backed securities, asset-backed securities, the United States Government sponsored agency securities, municipal bonds, foreign agency obligations, floating rate loan interests and short-term securities. The Trust invests in non-government spread sectors, including investment grade credit, high yield credit, commercial mortgage-backed securities (CMBS) and non-agency residential mortgage-backed securities (MBS). The Trust's investment advisor is BlackRock Advisors, LLC.",Financial Services,US,7/22/1988,BlackRock Income Trust,ETF,"['Financial Services', 'Asset Management']",[],6.08,387886368,Blackrock Income Trust Inc,$,0,BlackRock Income Trust,
8408,CTT,CatchMark Timber Trust Inc,USD,NYSE,REIT Specialty,"CatchMark Timber Trust, Inc. engages in the ownership, management, acquisition, and disposition of timberlands. The company is headquartered in Atlanta, Georgia and currently employs 25 full-time employees. The firm is engaged in the ownership, management, acquisition and disposition of timberland properties located in the United States. The firm conducts all of its business through CatchMark Timber Operating Partnership, L.P. As of December 31, 2016, the Company owned interests in approximately 499,600 acres of timberlands in the United States. South, approximately 467,500 acres of which were held in fee-simple interests and approximately 32,100 acres were held in leasehold interests. As of December 31, 2016, its timberlands included approximately 74% pine stands and 26% hardwood stands. As of December 31, 2016, the Company's leased timberlands included approximately 28,700 acres under one long-term lease and approximately 3,400 acres under a single-rotation lease.",Real Estate,US,12/11/2013,CatchMark Timber Trust,ETF,"['Real Estate', 'REIT - Diversified', 'REITs']","['DRE', 'JOE', 'PCH', 'INN', 'PW', 'LAND', 'SIR']",9.1,443766080,CatchMark Timber Trust Inc,$,0,CatchMark Timber Trust,
8417,DNP,DNP Select Income Fund Inc,USD,NYSE,Asset Management,"DNP Select Income Fund Inc. is a closed-end diversified management investment company. The Fund's primary investment objectives are current income and long-term growth of income. Capital appreciation is a secondary objective. It seeks to achieve its investment objectives by investing primarily in the public utility industry. The Fund invests over 65% of its total assets in a portfolio of equity and fixed income securities of public utility companies engaged in the production, transmission or distribution of electric energy, gas or telephone services. The Fund may invest in the securities of domestic and foreign issuers, as well as in securities of companies of various market capitalizations, including small and mid-cap common and preferred stocks. It invests in various sectors, including electric, gas and water; oil and gas storage, transportation and production; telecommunications; utility, and non-utility. Duff & Phelps Investment Management Co. is the Fund's investment advisor.",Financial Services,US,1/22/1987,DNP Select Income Fund,ETF,"['Financial Services', 'Asset Management']",[],10.41,3161964540,DNP Select Income Fund Inc,$,DNP Select Income Fund,DNP Select Income Fund,
8451,DBE,PowerShares DB Energy Fund,USD,NYSE Arca,,DBE was created on 01/05/07 by Invesco. The ETF tracks an index of 5 energy-related futures contracts. It selects contracts based on the shape of the futures curve to minimize contango.,0,,1/5/2007,Invesco DB Energy Fund,ETF,[],[],9.8203,64814372,PowerShares DB Energy Fund,$,PowerShares DB Energy Fund,PowerShares DB Energy Fund,
8452,DBS,PowerShares DB Silver Fund,USD,NYSE Arca,,DBS was created on 01/05/07 by Invesco. The ETF tracks an index of silver futures contracts. It optimizes its contract selection based on the shape of the futures curve to minimize contango.,0,,1/5/2007,Invesco DB Silver Fund,ETF,[],[],34.4277,20657998,PowerShares DB Silver Fund,$,0,Invesco DB Silver Fund,
8453,PMR,PowerShares Dynamic Retail,USD,NYSE Arca,,,0,,,Invesco Dynamic Retail,ETF,[],[],41.3696,8273919,PowerShares Dynamic Retail,$,0,Invesco Dynamic Retail,
8459,SBRA,Sabra Health Care REIT Inc,USD,NASDAQ,REIT Healthcare Facilities,"Sabra Health Care REIT, Inc. engages in managing and investing in healthcare-related real estate properties. The company is headquartered in Irvine, California and currently employs 31 full-time employees. The Company, through its subsidiaries, owns and invests in real estate serving the healthcare industry. The firm's segment includes investments in healthcare-related real estate properties. The firm's primary business consists of acquiring, financing and owning real estate property to be leased to third-party tenants in the healthcare sector. The firm's portfolio includes various types of healthcare facilities, such as skilled nursing/transitional care facilities, including skilled nursing facilities, mental health facilities and transitional care facilities/units; senior housing facilities, including independent living facilities, assisted living facilities, memory care facilities and continuing care retirement community, and acute care hospitals.",Real Estate,US,11/6/2010,Sabra Health Care REIT,ETF,"['Real Estate', 'REIT - Healthcare Facilities', 'REITs']","['DRE', 'VTR', 'UHT', 'HCP', 'CHSP', 'INN', 'TIPT', 'HTA', 'WELL']",16.36,3385342210,Sabra Health Care REIT Inc,$,Sabra Health Care REIT,Sabra Health Care REIT,
8488,AAT,American Assets Trust Inc,USD,NYSE,REIT Diversified,"American Assets Trust, Inc. is a real estate investment trust. The company is headquartered in San Diego, California and currently employs 202 full-time employees. The firm owns, operates, acquires and develops retail, office, multifamily and mixed-use properties in Southern California, Northern California, Oregon, Washington, Texas and Hawaii markets. The firm operates in four business segments: retail, office, multifamily and mixed-use. As of December 31, 2016, the Company's portfolio consisted of 11 retail shopping centers; seven office properties; a mixed-use property consisting of a 369-room all-suite hotel and a retail shopping center, and five multifamily properties. Additionally, as of December 31, 2016, the Company owned land at four of its properties that it classified as held for development and construction in progress. The firm's markets include San Diego, the San Francisco Bay Area, Portland, Oregon, Bellevue, Washington and Oahu, Hawaii.",Real Estate,US,1/13/2011,American Assets Trust,ETF,"['Real Estate', 'REIT - Retail', 'REITs']","['VNO', 'BXP', 'FRT', 'HMG', 'WRE', 'EPR', 'VER']",25.86,1558915840,American Assets Trust Inc,$,American Assets Trust,American Assets Trust,
7335,ERH,Wells Fargo Utilities and High Income Fund,USD,AMEX,Asset Management,"Wells Fargo Utilities and High Income Fund (the Fund), formerly Wells Fargo Advantage Utilities and High Income Fund, is a diversified closed-end management investment company. The Fund's investment objective is to seek a high level of current income and moderate capital growth, with an emphasis on providing tax-advantaged dividend income. The Fund may invests in direct debt instruments, which are interests in amounts owed to lenders by corporate or other borrowers. The Fund invests in a range of sectors, including consumer discretionary, which includes auto components, hotels, restaurants and leisure, household durables, media, leisure products, specialty retail, and textiles, apparel and luxury goods; energy, which includes oil, gas and consumable fuels; industrials, information technology, telecommunication services, materials, utilities, consumer staples, financials and healthcare. Wells Fargo Funds Management LLC operates as the Fund's investment advisor.",Financial Services,US,4/28/2004,Wells Fargo Utilities and High Income Fund,ETF,"['Financial Services', 'Asset Management']",[],12.76,118349768,Wells Fargo Utilities and High Income Fund,$,Wells Fargo Utilities & High Income Fund,Wells Fargo Utilities & High Income Fund,
